transaction_id,date,customer_id,product_id,category,region,sales_amount,quantity,discount_percent,tax_amount,shipping_cost,total_amount,status,payment_method,customer_segment,delivery_days,rating,is_repeat_customer,promotion_applied,season,year,month
5469,2020-05-18,3405,5019,Books,Central,45422.22,7,15,291.86,7.2,38907.95,Pending,Bank Transfer,Premium,27,1,False,False,Spring,2020,5
5470,2022-11-29,3992,3791,Beauty,South,1893.76,14,,151.5,17.97,2063.23,Pending,Cash,VIP,15,5,False,True,Fall,2022,11
5471,2022-12-20,1262,4373,Toys,Central,3254.59,20,15,260.37,34.95,3061.72,Pending,Bank Transfer,VIP,26,,True,False,Winter,2022,12
5472,2023-07-21,2592,8360,Clothing,East,666.23,7,20,53.3,40.52,626.8,Delivered,Cash,VIP,25,5,True,False,Summer,2023,7
5473,2020-03-11,3406,5588,Beauty,East,1807.92,15,0,144.63,22.26,1974.81,Returned,Cash,Premium,2,5,True,True,Spring,2020,3
5474,2024-01-25,4990,5411,Home,East,4329.8,2,25,346.38,44.12,3637.85,Returned,Cash,VIP,14,3,False,,Winter,2024,1
5475,2024-09-26,287,7290,Food,North,900.29,12,30,72.02,33.73,735.95,Returned,Cash,Standard,16,,False,True,Fall,2024,9
5476,2024-11-29,1426,9434,Home,Central,1828.52,20,0,146.28,48.72,2023.52,Pending,PayPal,Basic,22,,True,False,Fall,2024,11
5477,2020-11-07,1936,9453,Beauty,East,270.46,1,10,21.64,13.48,278.53,Returned,Debit Card,Standard,9,4,False,True,Fall,2020,11
5478,2021-04-12,1923,7569,Home,North,2187.76,5,25,175.02,27.21,1843.05,Pending,Debit Card,Standard,20,5,True,False,Spring,2021,4
5479,2021-12-22,1481,4556,Electronics,East,3681.11,6,25,,25.5,3080.82,Returned,Credit Card,VIP,9,1,True,False,Winter,2021,12
5480,2023-03-14,1794,6099,Clothing,North,3566.67,19,5,,24.97,3698.64,Cancelled,Cash,VIP,21,,False,True,Spring,2023,3
5481,2022-01-01,1953,8286,Clothing,North,2915.54,17,10,233.24,18.58,2875.81,Cancelled,Credit Card,VIP,19,1,False,True,Winter,2022,1
5482,2023-12-03,4161,6599,Books,North,3009.53,1,5,240.76,16.13,3115.94,Delivered,Debit Card,Basic,7,2,False,True,Winter,2023,12
5483,2020-04-05,,9767,Home,West,2350.24,18,20,188.02,8.31,2076.52,Delivered,PayPal,Premium,13,2,True,False,Spring,2020,4
5484,2022-08-09,4092,7660,,East,1363.68,1,25,109.09,34.63,1166.48,Shipped,Credit Card,Standard,14,5,True,True,Summer,2022,8
5485,2023-04-07,931,4764,Electronics,Central,1223.71,19,25,97.9,30.31,1045.99,Cancelled,Debit Card,VIP,29,,True,True,Spring,2023,4
5486,2022-05-29,1138,2133,Beauty,East,1968.92,15,15,157.51,24.39,1855.48,Delivered,Bank Transfer,Basic,26,5,False,False,Spring,2022,5
5487,2023-08-20,1330,9850,Books,North,,1,10,12.34,27.82,179.01,,PayPal,Basic,12,,False,False,Summer,2023,8
5488,2023-01-29,594,6734,,East,3369.59,6,15,269.57,8.12,3141.84,Returned,Debit Card,Basic,,5,False,False,Winter,2023,1
5489,2020-08-21,3733,8177,Books,Central,4348.92,1,10,347.91,8.5,4270.44,Returned,Cash,Basic,9,3,True,False,Summer,2020,8
5490,2022-05-26,750,2558,Garden,South,4854.61,4,5,388.37,21.69,5021.94,Pending,Debit Card,Premium,,3,True,True,Spring,2022,5
5491,2021-05-27,1568,6526,Electronics,Central,4553.6,14,0,364.29,17.33,4935.22,Pending,Debit Card,Standard,8,1,False,True,Spring,2021,5
5492,2022-09-25,2574,1967,Furniture,Central,2790.66,5,25,223.25,47.27,2363.51,Returned,Debit Card,Premium,13,,True,True,Fall,2022,9
5493,2021-06-24,2389,7331,Beauty,East,696.43,7,10,55.71,15.65,698.15,Cancelled,Debit Card,Standard,11,5,False,True,Summer,2021,6
5494,2023-08-07,4528,8027,Clothing,North,3039.39,2,20,243.15,41.79,2716.45,Shipped,Cash,Standard,14,4,True,False,Summer,2023,8
5495,2020-03-25,899,2339,Electronics,East,956.49,9,25,76.52,12.46,806.35,Shipped,PayPal,Standard,8,,False,True,Spring,2020,3
5496,2022-04-12,2337,9920,Clothing,West,2982.97,6,20,238.64,7.06,2632.08,Pending,Credit Card,Premium,26,5,False,False,Spring,2022,4
5497,2021-10-02,4977,5159,Clothing,East,1666.76,9,0,133.34,15.92,1816.02,Returned,Cash,Basic,9,2,True,False,Fall,2021,10
5498,2021-12-15,2135,6553,Toys,East,328.78,14,20,26.3,16.98,306.3,Delivered,PayPal,Premium,23,2,True,True,Winter,2021,12
5499,2024-10-22,3893,8290,Garden,South,3187.17,8,10,254.97,14.93,3138.35,Cancelled,PayPal,Standard,20,,False,False,Fall,2024,10
5500,2023-08-21,2201,6506,Electronics,East,356.56,10,30,28.52,45.48,323.59,Pending,PayPal,VIP,1,1,True,False,Summer,2023,8
5501,2021-08-17,3418,9333,Garden,North,4484.0,17,25,358.72,7.47,3729.19,Shipped,Credit Card,Premium,2,1,False,False,Summer,2021,8
5502,2022-11-26,,1525,Clothing,Central,1046.64,9,20,83.73,1.19,922.23,Delivered,Credit Card,Standard,20,4,False,True,Fall,2022,11
5503,2023-11-25,757,7568,Sports,East,3272.23,2,0,261.78,9.65,3543.66,Returned,PayPal,Basic,6,4,False,False,Fall,2023,
5504,2020-01-27,436,9921,Furniture,South,631.34,17,25,,24.62,548.63,Cancelled,Cash,Premium,6,5,True,False,Winter,2020,1
5505,2024-07-12,2705,1702,Food,South,2712.26,20,0,216.98,0.3,2929.54,Cancelled,Bank Transfer,Standard,19,4,False,True,Summer,2024,7
5506,2024-02-08,4694,7764,Clothing,Central,3603.74,16,15,288.3,13.52,3365.0,Shipped,Debit Card,Basic,,3,,False,Winter,2024,2
5507,2022-07-09,3098,6705,Food,North,611.17,8,15,48.89,20.93,589.31,Shipped,Cash,VIP,20,4,False,True,Summer,2022,7
5508,2020-09-03,4733,1099,Books,East,371.9,1,0,29.75,17.93,419.58,Returned,Debit Card,Standard,30,2,True,False,Fall,2020,9
5509,2020-07-21,1278,5720,Electronics,South,2258.03,5,30,180.64,16.61,,Pending,Credit Card,Basic,1,5,True,True,Summer,2020,7
5510,2023-02-02,1813,4480,Food,Central,2287.09,7,30,182.97,4.02,1787.95,Delivered,Cash,Standard,7,,,True,Winter,2023,2
5511,2024-02-05,4844,4785,Beauty,East,,10,25,35.57,30.87,399.94,Delivered,Bank Transfer,VIP,4,1,False,True,Winter,2024,2
5512,2022-05-13,3081,7068,Beauty,South,820.06,20,25,65.6,38.1,718.75,Shipped,Credit Card,VIP,17,4,False,True,Spring,2022,5
5513,2020-12-08,3917,5433,Electronics,West,2489.89,17,30,199.19,18.41,1960.52,Shipped,Cash,VIP,21,3,True,False,Winter,2020,12
5514,2020-02-02,2143,1077,Beauty,South,2468.85,3,15,197.51,34.08,2330.11,Pending,Credit Card,VIP,29,1,True,False,Winter,2020,2
5515,2022-09-14,,6517,Toys,West,275.37,9,,22.03,22.71,265.04,Cancelled,Debit Card,Basic,25,3,True,True,Fall,2022,9
5516,2023-04-21,4754,6635,Clothing,North,3470.44,15,25,277.64,,2904.18,Returned,Bank Transfer,Standard,30,,False,False,Spring,2023,4
5517,2024-08-16,4305,,Sports,East,3126.97,10,10,250.16,47.13,3111.56,Returned,PayPal,,1,2,False,False,Summer,2024,8
5518,2024-06-30,4491,4790,Beauty,North,3763.46,2,0,301.08,30.84,,Returned,Debit Card,Standard,13,4,True,False,Summer,2024,6
5519,2020-03-11,4553,8730,Food,West,4319.88,3,10,345.59,49.02,4282.5,Delivered,Bank Transfer,Premium,19,4,False,False,Spring,2020,3
5520,2022-12-06,4613,4489,Beauty,West,1017.63,2,25,81.41,24.34,868.97,Returned,Credit Card,Premium,29,4,False,False,Winter,2022,12
5521,2021-06-20,3026,1575,Home,West,2796.04,,5,223.68,,2920.16,Returned,Credit Card,VIP,,2,True,False,Summer,2021,6
5522,2024-07-27,1126,3220,Books,Central,1250.58,4,20,100.05,38.41,1138.92,Pending,PayPal,VIP,8,2,False,False,Summer,2024,7
5523,2023-01-02,3334,7094,Books,Central,1172.4,18,10,93.79,33.32,1182.27,Shipped,Credit Card,Premium,5,4,False,True,Winter,2023,1
5524,2024-12-04,4046,2384,Sports,West,3494.21,6,25,279.54,21.67,2921.87,Delivered,Bank Transfer,Premium,27,3,True,True,Winter,2024,12
5525,2024-08-03,1346,1597,Clothing,South,4334.61,8,25,346.77,36.2,3633.93,Shipped,PayPal,Premium,28,,False,True,Summer,2024,8
5526,2021-03-13,3678,9798,Electronics,West,3315.33,4,5,265.23,,3431.3,Cancelled,PayPal,Standard,25,,True,False,Spring,2021,3
5527,2023-03-14,1946,7707,Food,East,2345.15,1,30,187.61,19.2,1848.42,Returned,PayPal,Basic,23,4,True,True,Spring,2023,3
5528,2022-07-22,730,9987,Electronics,West,3038.18,15,0,243.05,39.56,3320.79,Returned,Credit Card,VIP,22,3,False,False,Summer,2022,7
5529,2020-10-11,287,5206,Clothing,North,890.91,12,25,71.27,,743.29,Pending,Credit Card,Premium,17,5,True,True,Fall,2020,10
5530,2022-10-01,3123,9336,Beauty,East,2701.29,18,15,216.1,46.45,2558.65,Returned,Debit Card,Standard,10,,True,True,Fall,2022,10
5531,2020-07-09,2776,3835,Sports,North,4026.27,12,10,322.1,4.93,3950.67,Cancelled,Credit Card,VIP,30,3,True,False,Summer,2020,7
5532,2022-09-04,2436,6306,Food,South,2910.54,14,0,232.84,0.65,3144.03,Delivered,PayPal,Premium,10,2,True,True,Fall,2022,9
5533,2021-01-16,4527,5741,Sports,Central,626.69,,5,,41.07,686.57,Shipped,Bank Transfer,Basic,7,4,True,False,Winter,2021,1
5534,2023-05-24,4060,8813,Furniture,North,2904.71,14,5,232.38,22.28,3014.13,Shipped,Bank Transfer,Premium,12,3,False,False,Spring,2023,5
5535,2022-12-12,593,2670,Food,North,3114.06,8,30,249.12,27.7,2456.66,Shipped,Credit Card,Basic,14,5,True,True,Winter,2022,12
5536,,3962,6965,Sports,East,1555.43,,20,124.43,11.02,1379.79,Shipped,Credit Card,VIP,1,,False,False,Winter,2024,12
5537,2022-10-01,4248,1301,Books,Central,365.84,3,30,29.27,5.12,290.48,Cancelled,PayPal,Standard,25,5,True,True,Fall,2022,10
5538,2020-09-16,4492,7358,Clothing,West,937.16,12,10,74.97,17.28,935.69,Cancelled,Debit Card,Standard,20,4,False,True,Fall,2020,9
5539,2023-01-02,932,5544,Electronics,North,898.86,2,10,71.91,,905.18,Returned,Credit Card,Basic,21,2,True,False,Winter,2023,1
5540,2020-12-30,1564,2930,Books,Central,896.44,,15,71.72,1.31,835.0,Pending,Debit Card,Standard,27,4,False,True,Winter,2020,12
5541,2023-06-19,1419,3671,Beauty,West,1964.25,10,10,157.14,11.48,1936.45,Shipped,PayPal,Standard,27,3,True,True,Summer,2023,6
5542,2022-08-20,2345,2300,Electronics,West,233.41,10,20,18.67,14.93,220.33,Delivered,Bank Transfer,Basic,,1,True,,Summer,2022,8
5543,2024-03-20,1326,5187,Garden,Central,1203.82,16,30,96.31,30.27,969.25,Shipped,Credit Card,Basic,6,4,True,False,Spring,2024,3
5544,2022-11-23,1643,7948,Home,West,1121.91,10,10,89.75,23.81,1123.28,Shipped,PayPal,Premium,22,5,True,True,Fall,2022,11
5545,2021-03-03,241,4099,Garden,East,1744.2,20,10,139.54,34.44,1743.76,Delivered,Bank Transfer,Standard,14,4,False,False,Spring,2021,3
5546,2024-08-25,225,4630,Food,North,4363.83,19,25,349.11,17.58,3639.56,Pending,Cash,VIP,22,4,,False,Summer,2024,8
5547,,851,3884,Electronics,,4641.13,20,15,371.29,24.02,4340.27,Delivered,PayPal,Standard,6,4,False,False,Summer,2023,6
5548,2022-09-28,3080,8411,Garden,West,3641.42,14,25,291.31,46.27,3068.64,Cancelled,PayPal,VIP,19,,False,False,Fall,2022,9
5549,2021-12-14,4848,6983,Beauty,Central,1426.86,5,5,114.15,27.94,1497.61,Shipped,Bank Transfer,Basic,24,4,True,False,Winter,2021,12
5550,2022-04-18,1290,3547,Books,South,2938.25,17,0,235.06,31.66,3204.97,Delivered,Debit Card,Premium,9,3,True,True,,2022,4
5551,2023-02-14,4416,4750,Toys,South,,,30,89.91,34.72,911.35,Cancelled,Bank Transfer,VIP,27,1,True,True,Winter,2023,2
5552,2023-01-14,3566,8822,Garden,South,445.01,7,10,35.6,10.97,447.08,Delivered,Cash,Premium,3,2,False,False,Winter,2023,1
5553,2022-10-10,2493,3990,Electronics,East,4039.84,8,0,323.19,11.34,4374.37,Shipped,,VIP,28,1,False,False,Fall,2022,10
5554,2021-12-31,1194,8197,Garden,Central,517.65,3,15,41.41,8.0,489.41,Delivered,Bank Transfer,Basic,29,1,False,False,Winter,2021,12
5555,2023-07-18,286,5736,Sports,East,2301.72,8,15,184.14,25.85,2166.45,Cancelled,Cash,Basic,13,1,False,True,Summer,2023,
5556,2021-03-22,694,8916,Clothing,North,4087.42,13,30,326.99,28.19,3216.37,Returned,Credit Card,Premium,21,4,True,False,Spring,2021,3
5557,2021-07-19,3436,7175,Books,South,4561.34,13,10,364.91,49.07,4519.19,Returned,Debit Card,VIP,1,,False,True,Summer,2021,7
5558,2022-12-08,4711,6726,Garden,Central,998.36,17,0,79.87,29.59,1107.82,Delivered,Bank Transfer,VIP,6,5,False,False,Winter,2022,12
5559,2022-02-12,4707,8756,Sports,North,3997.12,14,5,319.77,18.91,4135.94,Delivered,Bank Transfer,Basic,5,2,False,False,Winter,2022,2
5560,2022-09-27,,8714,Garden,East,2146.38,9,25,171.71,23.05,1804.55,Cancelled,Bank Transfer,VIP,20,4,True,True,Fall,2022,9
5561,2020-05-26,2720,4500,Food,Central,382.44,12,5,30.6,32.26,426.18,Shipped,Bank Transfer,VIP,28,5,False,False,Spring,2020,5
5562,2023-06-23,1682,8823,Food,East,2839.31,12,15,227.14,18.26,2658.81,Shipped,Cash,VIP,13,5,True,False,Summer,2023,6
5563,2023-08-06,2550,5676,Beauty,South,3836.76,1,15,306.94,15.8,3583.99,Shipped,Credit Card,VIP,,4,True,True,Summer,2023,8
5564,2020-09-28,1289,5972,Home,South,2489.68,17,10,199.17,26.16,2466.04,Pending,Debit Card,Basic,,4,True,False,Fall,2020,9
5565,2024-06-10,4569,7428,Sports,Central,2042.25,19,10,163.38,26.67,2028.08,Returned,Cash,Standard,8,5,False,True,Summer,2024,6
5566,2024-04-06,414,3227,Electronics,South,,5,25,160.23,32.46,,Returned,Credit Card,VIP,5,4,False,False,Spring,2024,4
5567,2024-03-11,1664,5586,Home,North,4857.87,8,25,388.63,43.73,4075.76,Returned,Debit Card,VIP,16,2,False,False,Spring,2024,3
5568,2020-03-29,2494,1870,Home,West,2253.3,2,10,180.26,,2236.2,Returned,Debit Card,Basic,19,3,True,True,Spring,2020,3
,2022-07-01,2196,8755,Food,South,4313.06,18,15,345.04,13.7,4024.84,Shipped,Debit Card,Premium,25,3,False,True,Summer,2022,7
5570,2021-06-16,2698,1449,Clothing,North,4196.52,4,20,335.72,6.48,3699.42,Pending,PayPal,VIP,9,2,True,True,Summer,2021,6
5571,,2118,4942,Books,Central,4896.76,11,10,,41.01,4839.83,Pending,Bank Transfer,VIP,11,,True,True,Summer,2020,8
5572,2024-01-15,2974,5887,Toys,North,983.18,19,10,78.65,16.66,980.17,Returned,PayPal,Standard,1,5,False,False,Winter,2024,1
5573,2023-10-05,4284,1503,Books,East,485.52,2,5,38.84,43.84,543.92,Shipped,Debit Card,Premium,24,4,True,False,Fall,2023,10
5574,2020-05-30,3404,7172,Electronics,West,4729.12,,30,378.33,48.78,3737.49,Returned,Cash,VIP,27,4,True,True,Spring,2020,5
5575,2024-10-24,1228,2047,Garden,West,4919.31,20,20,393.54,3.63,4332.62,Delivered,Debit Card,Basic,16,4,False,True,Fall,2024,10
5576,2024-01-10,2869,7745,Furniture,Central,307.16,17,20,24.57,44.41,314.71,Returned,Bank Transfer,Standard,5,4,True,True,Winter,2024,1
5577,2020-07-21,3162,8895,Electronics,South,3273.23,12,5,261.86,2.76,3374.19,Returned,Credit Card,Standard,16,5,True,True,Summer,2020,7
5578,2021-08-17,4670,2840,Furniture,West,3035.14,7,0,242.81,46.59,3324.54,Pending,Cash,Basic,14,3,False,False,Summer,2021,8
5579,2022-02-01,2465,7503,Sports,North,121.36,8,0,9.71,8.73,139.8,Returned,Cash,Premium,30,5,True,False,Winter,2022,2
5580,2023-04-02,1199,4650,Garden,East,4310.61,2,10,344.85,14.53,4238.93,Shipped,Debit Card,Basic,16,3,False,False,,2023,4
5581,2024-03-21,3395,4437,Electronics,West,3621.83,13,5,289.75,36.47,3766.96,Returned,Bank Transfer,Premium,8,4,False,True,Spring,2024,3
5582,2023-08-28,4654,6331,Books,Central,1293.76,6,0,103.5,21.41,1418.67,Delivered,PayPal,Basic,27,3,True,False,Summer,2023,8
5583,2024-03-04,1632,3129,Beauty,Central,1913.05,18,0,153.04,,2080.17,Pending,Credit Card,Premium,18,,True,False,Spring,2024,3
5584,2024-06-23,144,4598,Furniture,North,1737.51,7,,139.0,25.21,1641.09,Cancelled,Credit Card,Standard,6,,False,False,Summer,2024,6
5585,2024-07-16,105,5712,Electronics,East,815.29,15,30,65.22,0.96,636.88,Pending,PayPal,Basic,20,2,False,True,Summer,2024,7
5586,2024-09-19,4718,3039,Garden,East,154.69,14,0,12.38,37.75,204.82,Returned,Debit Card,Basic,28,2,False,False,Fall,2024,9
5587,2024-01-14,1426,,Sports,East,2341.28,15,5,187.3,13.61,2425.13,Pending,Credit Card,Premium,25,3,False,False,Winter,2024,1
5588,2024-10-14,2125,1240,Electronics,South,1343.63,5,30,107.49,46.74,1094.77,Shipped,Credit Card,Basic,23,2,,True,Fall,2024,10
5589,2023-05-28,3432,2983,Beauty,East,4613.32,16,10,,38.62,4559.68,Cancelled,PayPal,VIP,16,5,False,True,Spring,2023,5
5590,2022-03-07,2947,1276,Furniture,West,4105.7,15,,328.46,33.52,3441.25,Pending,Debit Card,Premium,24,4,False,False,Spring,2022,3
5591,2022-03-20,2900,9241,Sports,South,4274.85,7,15,341.99,36.08,4011.69,Returned,Debit Card,,19,5,False,False,Spring,2022,3
5592,2022-01-02,3262,8317,Beauty,South,25655.04,11,10,144.24,13.5,23247.28,Shipped,PayPal,Premium,23,1,True,True,Winter,2022,1
5593,2022-03-08,39,1165,Electronics,South,4193.76,6,25,335.5,17.93,3498.75,Pending,PayPal,Basic,18,3,False,,Spring,2022,3
5594,2021-08-21,3813,1935,Sports,North,1587.97,14,30,127.04,6.26,1244.88,Pending,Bank Transfer,VIP,27,3,True,False,Summer,2021,8
4034,,4865,5359,Food,South,2872.35,6,0,229.79,9.13,3111.27,Shipped,Credit Card,Premium,16,3,,False,Winter,2023,12
5596,2024-07-20,342,8749,Home,South,,11,0,99.72,21.14,1367.33,Pending,Bank Transfer,VIP,18,4,True,True,Summer,2024,7
5597,2023-01-22,2918,6988,Furniture,East,474.53,11,25,37.96,3.04,396.9,Shipped,Bank Transfer,Premium,13,2,False,True,Winter,2023,1
5598,2020-02-16,3727,9603,Food,East,4123.78,2,5,329.9,8.72,4256.21,Returned,Bank Transfer,Standard,23,1,True,False,Winter,2020,2
5599,2021-03-14,760,7267,Garden,Central,1343.72,5,25,107.5,33.71,1149.0,Delivered,Bank Transfer,Standard,29,1,,False,Spring,2021,3
5600,2022-01-26,6,,Food,East,4927.45,3,25,394.2,44.6,4134.39,Pending,Debit Card,VIP,9,,True,False,Winter,2022,1
5601,2021-10-13,4345,6644,Furniture,Central,3907.72,13,30,312.62,46.38,3094.4,Cancelled,Credit Card,Premium,14,2,True,False,Fall,2021,10
5602,2024-10-11,70,1758,Garden,West,528.09,20,30,42.25,10.02,421.93,Shipped,Bank Transfer,Premium,2,3,True,False,Fall,2024,10
5603,2022-07-21,4112,8898,Clothing,West,652.85,4,0,52.23,2.98,708.06,Shipped,Bank Transfer,Premium,22,3,True,True,Summer,2022,7
5604,2022-02-19,527,7473,Sports,North,,12,20,226.97,16.07,2512.78,Returned,Credit Card,Premium,23,5,False,True,Winter,2022,2
5605,2024-04-26,4456,8968,Furniture,North,,5,15,207.84,3.47,2419.57,Delivered,PayPal,Standard,10,2,False,True,Spring,2024,4
5606,2021-06-15,713,2765,Sports,South,3595.92,4,30,287.67,37.2,2842.01,Cancelled,Cash,Basic,28,4,True,True,Summer,2021,6
5607,2022-01-30,861,,Home,Central,11644.97,6,15,341.44,15.23,,Pending,Cash,VIP,26,1,False,False,Winter,2022,1
5608,2023-04-16,2087,4271,Garden,North,420.44,1,0,33.64,16.69,470.77,Pending,PayPal,Basic,26,5,False,True,Spring,2023,4
5609,2020-12-09,684,4767,Food,West,,16,0,276.16,18.38,3746.57,Pending,Bank Transfer,VIP,26,4,False,False,Winter,2020,12
5610,2023-09-28,4702,9389,Toys,South,3092.94,18,5,247.44,13.2,3198.93,Returned,Credit Card,VIP,17,1,False,True,Fall,2023,9
5611,2020-09-09,2320,,Sports,South,4542.34,1,5,363.39,27.91,4706.52,Returned,Credit Card,Premium,17,2,False,True,Fall,2020,9
5612,2022-06-27,4706,4748,Clothing,North,1644.97,20,0,131.6,47.17,1823.74,Shipped,Credit Card,Standard,7,1,True,False,Summer,2022,6
5613,2022-07-02,1751,6316,Sports,North,16.65,7,30,1.33,29.81,42.8,Cancelled,Debit Card,Premium,20,5,True,False,Summer,2022,7
5614,2022-09-04,349,6688,Home,East,4424.67,3,20,353.97,30.07,3923.78,Cancelled,Credit Card,,25,5,True,False,Fall,2022,9
5615,2020-09-18,2552,2945,Beauty,North,4218.0,9,0,337.44,18.06,4573.5,Cancelled,Debit Card,Premium,9,2,True,False,Fall,2020,9
5616,2021-09-14,3641,6666,Furniture,Central,2413.93,15,15,,0.92,2245.87,Delivered,PayPal,Basic,25,1,True,True,Fall,2021,9
5617,2021-12-11,2676,7866,Beauty,West,1413.2,9,5,113.06,33.01,1488.61,Delivered,PayPal,Basic,8,3,True,False,Winter,2021,12
5618,2021-09-06,610,9596,Furniture,East,3832.14,16,5,306.57,8.28,3955.38,Pending,PayPal,Premium,6,5,True,True,Fall,2021,9
5619,2024-07-30,922,1360,Sports,West,1406.38,14,30,112.51,39.17,1136.15,Shipped,Credit Card,Standard,17,5,True,False,Summer,2024,7
5620,2021-07-15,2404,4160,Beauty,East,2461.65,15,5,196.93,12.74,2548.24,Pending,PayPal,Standard,13,5,,False,Summer,2021,7
5621,2020-02-01,2855,4057,Beauty,East,1528.32,6,20,122.27,45.12,1390.05,Delivered,Debit Card,Premium,27,1,True,True,Winter,2020,2
5622,2022-01-10,,2955,Toys,North,,9,5,162.55,26.41,2119.26,Pending,Bank Transfer,Standard,20,5,False,True,Winter,2022,1
5623,2024-09-25,1020,3517,Beauty,West,1351.59,10,15,108.13,10.08,1267.06,Returned,PayPal,Basic,2,2,True,False,Fall,2024,9
5624,2022-09-07,2757,6955,Furniture,South,2453.5,3,25,196.28,49.6,2086.01,Cancelled,Bank Transfer,VIP,6,2,False,False,Fall,2022,9
5625,2023-11-11,4780,8458,Food,West,4202.23,14,15,336.18,40.26,,Pending,Debit Card,Basic,11,,True,False,Fall,2023,11
5626,2024-03-03,2316,5635,Home,West,3990.71,14,10,319.26,37.7,3948.6,Delivered,Credit Card,Basic,20,4,True,True,Spring,2024,3
5627,2024-12-28,450,,Clothing,Central,320.96,20,15,25.68,1.48,299.98,Cancelled,Debit Card,Basic,28,1,False,False,Winter,2024,12
5628,2020-01-20,3265,2630,Beauty,South,,13,30,82.37,5.85,808.95,Pending,Debit Card,VIP,8,4,True,,Winter,2020,1
5629,2024-11-20,4769,1057,Toys,East,446.45,17,20,35.72,48.25,441.13,Returned,Cash,Basic,21,2,False,True,Fall,2024,11
5630,2022-03-26,4055,4028,Beauty,Central,3374.18,4,10,269.93,47.97,3354.66,Pending,Cash,Standard,10,2,False,False,Spring,2022,3
5631,2023-02-26,1283,3252,Beauty,Central,3769.97,2,0,301.6,38.97,4110.54,Delivered,Bank Transfer,Basic,7,5,False,False,Winter,2023,2
5632,2024-08-08,945,3199,Clothing,Central,752.95,19,,,17.57,717.82,Cancelled,Debit Card,VIP,9,5,False,False,Summer,2024,8
5633,2021-06-03,550,9984,Electronics,Central,507.21,12,15,40.58,46.15,517.86,Delivered,Bank Transfer,Premium,27,4,True,False,Summer,2021,6
5634,2020-10-15,4823,6077,Toys,Central,,13,20,54.65,27.43,628.58,Delivered,Cash,,,3,True,False,Fall,2020,10
5635,2020-01-07,454,4463,Garden,Central,2242.12,9,10,179.37,42.96,2240.24,Shipped,PayPal,Basic,26,2,True,False,Winter,2020,1
5636,2022-08-16,3597,2113,Food,South,795.7,17,25,63.66,,706.46,Returned,Credit Card,Basic,12,2,False,False,Summer,2022,8
5637,2022-01-26,483,8585,Sports,Central,262.49,20,25,21.0,22.43,240.3,Pending,Debit Card,Standard,22,1,True,False,Winter,2022,1
5638,2020-11-14,1828,5844,Furniture,Central,235.3,16,0,18.82,30.79,284.91,Pending,Debit Card,Premium,22,1,False,True,Fall,2020,11
5639,2023-03-28,1077,5075,Food,East,530.08,2,20,42.41,27.27,493.74,Shipped,Cash,VIP,3,2,False,False,Spring,2023,3
5640,2021-02-22,4930,5923,Beauty,South,4036.12,10,10,322.89,31.15,3986.55,Cancelled,Bank Transfer,VIP,1,5,True,False,Winter,2021,2
5641,2020-05-24,4761,7748,Food,South,737.25,6,5,58.98,41.18,800.55,Pending,Cash,Basic,21,,True,True,Spring,2020,5
5642,2023-03-15,4317,8825,Furniture,North,,5,15,83.52,33.55,1004.46,Delivered,Debit Card,Basic,,4,False,False,Spring,2023,3
5643,2024-02-21,631,8471,Sports,East,976.08,17,10,78.09,41.79,,Pending,Credit Card,Premium,12,3,True,False,Winter,2024,2
5644,2024-11-13,1037,5890,Furniture,North,,13,20,232.98,32.53,2595.29,Cancelled,Credit Card,VIP,7,3,False,False,Fall,2024,11
5645,2023-04-07,1499,4564,Clothing,West,319.03,12,10,25.52,39.15,351.8,Pending,Cash,Premium,1,3,True,True,Spring,2023,4
5646,2021-11-23,306,3635,Furniture,North,4782.4,2,,382.59,15.96,3746.23,Delivered,PayPal,Premium,28,3,False,False,Fall,2021,11
5647,2020-06-13,3075,8248,Books,North,3493.02,10,10,279.44,45.51,3468.67,Pending,PayPal,Basic,19,,True,True,Summer,2020,6
5648,2022-09-12,1732,2343,Food,Central,2948.76,7,0,235.9,38.8,3223.46,Pending,Cash,Standard,24,4,True,True,Fall,2022,9
5649,2021-01-29,721,4525,Home,North,495.91,8,,39.67,23.49,559.07,Cancelled,Bank Transfer,Premium,1,4,False,True,Winter,2021,1
5650,2020-03-30,2594,5410,Toys,East,3421.95,15,0,273.76,30.76,,Pending,Debit Card,Basic,7,3,False,False,Spring,2020,3
5651,2022-09-11,1376,5591,Clothing,West,3608.01,15,25,288.64,11.49,3006.14,Pending,Bank Transfer,VIP,21,4,True,True,Fall,2022,9
5652,2022-05-15,1653,4892,Beauty,North,2924.69,17,10,233.98,30.14,2896.34,Returned,PayPal,VIP,3,3,True,True,Spring,2022,5
5653,2023-12-11,563,5775,Food,Central,1947.67,3,15,155.81,31.36,1842.69,Delivered,Cash,Basic,11,5,False,False,Winter,2023,
5654,2021-06-18,1906,4435,Beauty,Central,2964.99,11,10,237.2,41.37,,Shipped,Debit Card,Basic,28,,False,True,Summer,2021,6
5655,2024-11-16,1103,,Toys,East,2998.68,20,30,239.89,49.08,2388.05,Returned,PayPal,Basic,29,3,True,False,Fall,2024,11
5656,2021-01-09,1498,3809,Furniture,North,3971.09,3,30,317.69,5.03,3102.48,Pending,Cash,VIP,27,5,False,True,Winter,,1
