product_id,product_name,category,subcategory,brand,supplier,cost_price,selling_price,profit_margin,stock_quantity,reorder_level,warehouse_location,weight_kg,dimensions_cm,color,size,material,rating_average,review_count,launch_date,status,is_featured,warranty_months
5649,Product_Electronics_5649,Electronics,Tablets,BrandH,Supplier1,184.3,443.95,58.49,280,93,WH-Central,14.27,54x35x72,Gold,XXL,Glass,4.7,1990,,Active,True,36
5650,Product_Food_5650,Food,Beverages,BrandA,Supplier5,120.48,272.89,55.85,889,41,WH-North,43.65,73x34x19,Green,XXL,Wood,3.6,2647,2018-03-02,Discontinued,True,36
5651,Product_Books_5651,Books,Non-Fiction,BrandA,Supplier1,110.35,260.8,57.69,995,58,WH-North,8.38,61x13x87,Gold,One Size,Plastic,1.0,3092,2022-03-11,Discontinued,True,24
5652,Product_Sports_5652,Sports,General,BrandG,Supplier3,339.34,855.89,,150,46,WH-West,30.58,53x51x75,Blue,S,Metal,3.0,2742,2021-07-02,Limited Stock,True,36
5653,,Clothing,Pants,BrandF,Supplier3,,43.85,38.97,649,70,WH-East,45.62,40x98x96,Pink,S,Metal,3.0,3211,2017-07-14,Discontinued,False,6
5654,Product_Home_5654,Home,General,BrandA,Supplier1,408.92,935.96,56.31,231,21,WH-West,18.32,18x10x25,Gold,One Size,Cotton,1.3,1748,2019-12-07,Out of Stock,True,24
,Product_Garden_5655,Garden,General,BrandE,Supplier3,282.65,,65.08,896,48,WH-South,,56x58x42,Orange,XXL,Glass,2.8,92,2017-09-12,Active,False,6
5656,Product_Home_5656,Home,General,BrandD,Supplier3,462.0,1236.38,62.63,15,95,WH-South,8.84,37x64x25,Purple,S,Mixed,1.2,2374,2018-02-16,Out of Stock,True,6
5657,Product_Clothing_5657,Clothing,Dresses,BrandC,Supplier1,86.89,120.16,27.69,822,21,WH-North,24.59,,Purple,One Size,Wood,4.0,2396,2023-03-22,Discontinued,False,6
5658,Product_Beauty_5658,Beauty,General,BrandC,Supplier1,414.53,822.79,49.62,378,,WH-East,27.0,12x78x30,,XL,Leather,1.4,2162,2018-07-22,Active,True,0
5659,Product_Toys_5659,Toys,General,BrandG,Supplier5,323.7,430.98,24.89,362,63,WH-North,40.54,11x92x26,Gold,S,Synthetic,3.2,1499,2024-02-03,Discontinued,False,0
5660,Product_Beauty_5660,Beauty,General,BrandG,Supplier4,354.81,758.09,53.2,817,18,WH-South,23.54,32x41x69,Green,S,Leather,4.0,3341,2022-09-05,Discontinued,,36
5661,Product_Garden_5661,Garden,General,BrandA,Supplier4,380.33,479.97,20.76,37,89,WH-South,26.51,55x94x7,Blue,L,Wood,1.1,1502,2019-10-24,Out of Stock,False,12
5662,Product_Sports_5662,Sports,General,BrandB,Supplier5,16.22,,42.87,123,56,WH-North,45.12,97x21x37,Red,XXL,Cotton,4.2,1265,2020-07-12,Active,False,6
5663,Product_Toys_5663,Toys,General,BrandA,Supplier2,248.6,633.98,60.79,510,68,WH-North,40.35,64x11x81,Gold,One Size,Metal,2.8,4473,2022-03-04,Limited Stock,False,0
5664,Product_Toys_5664,Toys,General,BrandA,Supplier5,,353.22,59.19,174,43,WH-West,0.38,23x66x11,Red,M,Synthetic,3.9,3984,2023-09-03,Limited Stock,False,36
5665,Product_Home_5665,Home,General,BrandA,Supplier5,262.89,566.72,53.61,356,57,WH-East,11.68,62x42x95,Blue,,Metal,2.8,2913,2018-10-08,Out of Stock,True,6
5666,,Clothing,Shirts,BrandH,Supplier4,204.16,378.14,46.01,398,100,WH-Central,23.74,,Pink,,Metal,1.6,2354,2018-07-09,Discontinued,False,12
5667,Product_Furniture_5667,Furniture,Tables,BrandF,Supplier2,408.37,1158.9,64.76,932,90,WH-West,12.76,94x52x24,Red,,Mixed,4.1,402,2024-08-25,Discontinued,True,36
5668,Product_Sports_5668,Sports,General,BrandG,Supplier3,163.84,199.59,17.91,958,54,WH-West,16.03,52x29x80,Pink,M,Plastic,3.2,2545,2016-09-01,Active,False,6
5669,Product_Home_5669,Home,General,BrandB,Supplier5,317.99,797.04,,897,36,WH-East,45.17,16x50x56,White,XXL,Leather,3.8,1002,2019-05-24,Out of Stock,False,
5670,Product_Books_5670,Books,Educational,BrandE,Supplier5,388.81,,22.39,228,23,WH-West,49.8,19x98x10,Gold,M,Synthetic,,1407,2015-12-09,Discontinued,True,6
5671,Product_Books_5671,Books,Comics,BrandG,Supplier5,358.38,,49.85,759,98,WH-East,6.71,78x11x42,Purple,One Size,Metal,2.4,4101,2017-09-22,Active,False,0
5672,Product_Furniture_5672,Furniture,Sofas,BrandG,Supplier3,65.04,121.87,46.63,55,53,WH-West,26.5,78x85x65,Green,XS,Glass,2.7,2020,2017-11-07,Out of Stock,True,0
5673,Product_Electronics_5673,Electronics,Laptops,BrandE,Supplier5,239.14,681.52,64.91,166,15,WH-Central,19.04,95x29x59,White,XS,Metal,4.2,3800,2020-06-09,Active,True,
5674,Product_Electronics_5674,Electronics,Tablets,BrandG,Supplier5,42.86,63.93,32.96,657,13,WH-South,34.57,98x19x51,Blue,XL,Wood,3.0,765,2023-10-25,Out of Stock,True,6
5675,Product_Books_5675,Books,Fiction,BrandC,Supplier5,355.35,720.82,50.7,158,10,WH-Central,42.82,70x31x26,Purple,XS,Wood,2.0,1170,2017-07-19,Discontinued,False,36
5676,Product_Food_5676,Food,Snacks,BrandE,Supplier2,267.19,497.76,46.32,301,37,WH-South,48.2,23x24x70,Pink,XS,Leather,3.2,1511,2024-03-01,Discontinued,True,
5677,,Home,General,BrandE,Supplier5,112.47,325.21,65.42,42,68,WH-East,17.18,38x65x51,Green,XXL,Cotton,3.6,416,2018-07-24,Discontinued,True,6
5678,Product_Books_5678,Books,Comics,BrandG,Supplier4,313.4,719.42,56.44,777,81,WH-South,18.12,29x27x61,Gold,M,,3.0,3387,2017-07-29,Out of Stock,True,0
5679,Product_Toys_5679,Toys,General,BrandD,Supplier1,498.36,602.54,17.29,10,86,WH-West,30.21,32x85x73,Purple,XL,Glass,,3934,2023-06-10,Limited Stock,False,12
5680,Product_Toys_5680,Toys,General,BrandE,Supplier2,205.14,604.95,66.09,691,77,WH-South,,47x53x88,Red,XXL,Synthetic,4.2,3335,2019-01-13,Active,True,36
5681,Product_Sports_5681,Sports,General,BrandA,Supplier1,116.87,,23.12,821,53,WH-South,30.6,,Orange,M,Mixed,5.0,4411,2019-12-03,Active,False,12
5682,Product_Garden_5682,Garden,General,BrandH,Supplier2,280.44,360.53,22.21,428,48,WH-West,24.8,30x69x24,Orange,,Glass,4.5,4406,2023-03-18,Limited Stock,False,12
5683,Product_Sports_5683,Sports,General,BrandC,Supplier3,166.87,492.83,66.14,830,80,WH-West,12.41,62x48x33,Black,XL,Cotton,4.9,548,2022-02-03,Active,False,0
5684,Product_Books_5684,Books,Educational,BrandA,Supplier1,407.27,806.01,49.47,502,25,WH-South,38.91,41x87x34,Black,One Size,Wood,4.8,868,2020-11-05,Out of Stock,True,12
5685,Product_Garden_5685,Garden,General,BrandF,Supplier2,360.71,449.25,19.71,684,31,WH-East,28.41,79x7x20,Pink,S,Leather,4.4,,2022-06-23,Discontinued,False,6
5686,Product_Clothing_5686,Clothing,Dresses,BrandD,Supplier3,240.03,398.4,39.75,64,81,WH-Central,26.26,36x92x79,Pink,S,Synthetic,4.3,2109,2017-09-27,Discontinued,True,6
5687,Product_Garden_5687,Garden,General,BrandA,Supplier3,403.12,1002.05,59.77,75,29,WH-West,16.01,67x83x69,White,,Wood,4.1,2662,2019-01-21,Discontinued,False,0
5688,Product_Food_5688,Food,Frozen,BrandC,Supplier4,188.01,375.66,49.95,96,59,WH-North,25.31,74x73x95,Blue,M,Cotton,4.7,812,2022-03-31,Discontinued,False,36
5689,Product_Books_5689,Books,Comics,BrandD,Supplier5,168.38,355.9,52.69,824,17,WH-North,12.5,38x59x28,Red,,Metal,2.9,4076,,Out of Stock,True,36
5690,Product_Clothing_5690,Clothing,Pants,BrandE,Supplier2,281.72,624.15,54.86,656,81,WH-West,13.42,69x43x99,,M,Metal,1.7,3981,2021-09-13,Active,True,24
5691,Product_Electronics_5691,Electronics,Cameras,BrandH,Supplier3,45.55,107.27,57.54,385,22,WH-Central,42.23,50x94x95,Blue,L,Mixed,1.8,2699,2015-05-20,Limited Stock,True,12
5692,Product_Food_5692,Food,Frozen,BrandB,Supplier5,289.23,578.83,50.03,233,98,WH-South,35.42,35x93x89,Blue,,Synthetic,4.7,3788,2018-12-13,Out of Stock,False,6
5693,Product_Sports_5693,Sports,General,BrandG,Supplier2,131.72,300.76,56.2,558,94,WH-West,32.44,25x29x61,Purple,XXL,Plastic,,2119,2015-09-08,Discontinued,False,24
5694,Product_Clothing_5694,Clothing,Dresses,BrandF,Supplier2,495.68,1457.36,65.99,867,21,WH-Central,49.96,74x44x13,Pink,M,Wood,1.8,1148,2018-10-23,Limited Stock,False,24
5695,Product_Clothing_5695,Clothing,Dresses,BrandD,Supplier2,288.2,352.34,18.2,,21,WH-Central,10.0,94x92x31,Red,One Size,Metal,3.5,2852,2017-03-23,Active,True,24
5696,Product_Beauty_5696,Beauty,General,BrandD,Supplier2,499.08,737.54,,466,28,WH-Central,8.62,59x15x21,Red,XS,Glass,1.5,496,2016-04-29,Out of Stock,False,24
5697,Product_Sports_5697,Sports,General,BrandH,Supplier4,416.47,847.08,50.83,389,27,WH-West,33.45,74x38x53,Orange,,Glass,2.3,2149,2024-11-13,Discontinued,False,0
5698,Product_Beauty_5698,Beauty,General,BrandF,Supplier2,274.1,570.55,51.96,713,43,WH-South,33.9,31x69x21,Silver,XS,Metal,1.5,534,2018-02-21,Discontinued,False,0
5699,Product_Electronics_5699,Electronics,Tablets,BrandC,Supplier5,473.06,,54.82,516,74,WH-Central,49.56,99x19x24,Gold,M,Synthetic,3.7,916,2020-03-30,Out of Stock,False,24
5700,Product_Furniture_5700,Furniture,Chairs,BrandH,Supplier2,189.24,487.58,61.19,695,89,WH-East,10.29,15x66x96,Blue,S,Plastic,4.1,2629,2017-04-12,Discontinued,False,
5701,Product_Electronics_5701,Electronics,Phones,BrandD,Supplier3,32.17,39.37,18.29,498,37,WH-South,15.4,16x18x62,Gold,XXL,Glass,2.6,2468,2015-04-26,Out of Stock,True,36
5702,Product_Home_5702,Home,General,BrandB,Supplier2,305.85,573.95,46.71,597,47,WH-West,28.04,72x58x57,Silver,XXL,,5.0,4704,2016-05-01,Out of Stock,True,
5703,Product_Toys_5703,Toys,General,BrandA,Supplier3,451.28,1097.51,58.88,696,82,WH-East,25.42,95x23x96,Blue,L,Mixed,2.2,985,2022-07-22,Active,True,24
5704,Product_Books_5704,Books,Fiction,BrandG,Supplier4,67.74,169.37,60.0,234,66,WH-South,40.58,,Orange,One Size,Plastic,1.7,1816,2021-08-22,Discontinued,False,24
5705,Product_Beauty_5705,Beauty,General,BrandG,Supplier1,312.74,626.7,50.1,636,72,WH-South,48.01,15x28x100,Orange,XL,Glass,1.0,2440,2016-01-18,Out of Stock,False,0
5706,Product_Books_5706,Books,Fiction,BrandB,,27.66,41.15,32.78,491,76,WH-North,6.54,34x22x57,Purple,M,Leather,1.4,3833,2021-09-25,Discontinued,True,0
5707,Product_Books_5707,Books,Comics,BrandE,Supplier5,467.56,708.89,34.04,202,82,WH-South,28.09,78x73x87,Silver,,Wood,1.8,2819,2021-04-01,Out of Stock,True,0
5708,Product_Home_5708,Home,General,BrandA,Supplier5,423.45,865.43,51.07,956,20,WH-South,25.38,69x79x61,Red,XXL,Cotton,1.1,373,2023-05-10,Discontinued,False,0
5709,Product_Electronics_5709,Electronics,Laptops,BrandC,Supplier5,71.09,178.14,60.09,259,34,WH-East,40.55,72x42x68,Green,L,Cotton,3.7,4917,2017-01-13,Out of Stock,False,12
5710,Product_Home_5710,Home,General,BrandF,Supplier4,114.27,,40.81,91,92,WH-South,45.81,51x87x40,Pink,XS,Wood,4.8,3811,2022-11-05,Limited Stock,True,12
5711,Product_Toys_5711,Toys,General,BrandC,Supplier1,103.87,180.92,42.59,968,56,WH-West,16.48,,Red,One Size,,2.2,2177,2022-08-31,Discontinued,True,6
5712,Product_Books_5712,Books,Fiction,BrandC,Supplier2,318.34,716.73,55.58,831,65,WH-South,9.65,47x38x34,Blue,XXL,Plastic,4.2,2064,2024-10-30,Limited Stock,True,24
5713,Product_Clothing_5713,Clothing,Dresses,BrandC,Supplier4,223.51,281.84,20.7,682,44,WH-Central,14.35,9x90x14,Red,XL,Leather,2.8,3993,2021-09-28,Limited Stock,True,0
5714,Product_Garden_5714,Garden,General,BrandG,Supplier4,213.46,573.68,62.79,288,48,WH-East,4.11,44x7x87,Purple,One Size,Leather,3.2,3512,2017-07-21,Limited Stock,False,0
5715,Product_Books_5715,Books,Educational,BrandD,Supplier1,480.44,1394.01,65.54,394,85,WH-West,30.8,97x43x5,Black,,Mixed,1.5,1338,2015-09-21,Limited Stock,True,36
5716,Product_Furniture_5716,Furniture,Tables,BrandE,Supplier4,191.64,306.44,37.46,126,27,WH-North,23.96,87x18x10,Silver,XXL,Synthetic,2.4,4574,2023-08-21,Limited Stock,True,12
5717,Product_Home_5717,Home,General,BrandF,Supplier4,171.03,477.94,64.22,397,76,WH-Central,43.87,7x5x65,Blue,L,Glass,,4288,2019-08-08,Active,True,6
5718,Product_Sports_5718,Sports,General,BrandD,Supplier1,373.97,945.72,60.46,821,50,WH-West,8.85,42x80x22,Purple,S,Synthetic,,1268,2020-11-01,Out of Stock,False,12
5719,Product_Furniture_5719,Furniture,Tables,BrandE,Supplier2,165.71,490.48,66.21,790,61,WH-East,39.62,5x88x63,Silver,S,Synthetic,3.8,3791,2021-05-04,Limited Stock,False,24
5720,Product_Toys_5720,Toys,General,BrandF,Supplier5,416.4,631.18,34.03,117,95,WH-West,20.66,48x51x94,Blue,One Size,,2.0,3966,2021-04-08,Out of Stock,True,12
5721,Product_Furniture_5721,Furniture,Chairs,BrandA,Supplier3,17.96,24.54,26.81,951,66,WH-South,49.76,34x49x69,,XS,Cotton,4.2,,2021-06-23,Active,True,36
5722,Product_Beauty_5722,Beauty,General,BrandC,Supplier4,379.27,514.46,26.28,364,92,WH-Central,30.21,91x84x9,Blue,L,Wood,4.1,1891,2019-01-23,Limited Stock,False,0
5723,Product_Furniture_5723,Furniture,Chairs,BrandH,Supplier5,119.24,289.82,58.86,438,80,WH-Central,37.59,73x86x19,,M,Glass,2.3,2406,2016-07-21,Active,False,6
5724,Product_Furniture_5724,Furniture,Tables,BrandD,Supplier5,99.96,288.2,65.32,363,76,WH-East,32.22,52x93x29,Gold,XS,Glass,,2037,2020-04-08,Discontinued,False,6
5725,Product_Clothing_5725,Clothing,Pants,BrandA,Supplier4,62.43,120.78,,610,25,WH-Central,8.2,75x73x42,White,S,Cotton,1.4,3280,,,False,0
5726,Product_Electronics_5726,Electronics,Tablets,BrandB,Supplier5,153.78,257.04,40.17,328,29,WH-East,34.37,10x8x27,,M,Metal,,4776,2020-12-23,Active,False,0
5727,Product_Beauty_5727,Beauty,General,BrandG,Supplier2,94.35,235.01,59.85,647,95,WH-East,22.91,,Blue,XXL,Leather,,4030,2018-10-10,Out of Stock,True,6
5728,Product_Toys_5728,Toys,General,BrandE,Supplier4,141.95,,64.7,47,59,,24.71,,Silver,L,Glass,2.5,4834,2015-02-01,Active,True,6
5729,Product_Beauty_5729,Beauty,General,BrandG,Supplier4,,583.78,48.64,805,38,WH-East,5.59,,Gold,M,Cotton,1.4,3598,2024-04-19,Out of Stock,True,0
5730,Product_Furniture_5730,Furniture,Chairs,BrandC,Supplier4,416.69,,65.54,226,24,WH-West,34.98,7x15x90,Purple,XL,Leather,4.9,3301,2022-11-28,Out of Stock,True,6
5731,Product_Sports_5731,Sports,General,BrandE,Supplier3,100.44,265.68,62.2,70,61,WH-North,28.33,47x77x32,Purple,One Size,Metal,2.8,,2018-04-15,Active,True,24
5732,Product_Toys_5732,Toys,General,BrandG,Supplier4,379.33,8325.1,,421,23,WH-West,8.62,61x27x32,Pink,S,Cotton,4.7,1852,2015-11-08,Discontinued,True,0
5733,Product_Food_5733,Food,Fresh,BrandH,Supplier3,52.53,105.84,50.37,416,82,WH-West,14.88,33x74x38,Pink,L,Wood,4.7,3500,2016-03-01,Discontinued,True,12
5734,Product_Garden_5734,Garden,General,BrandC,Supplier3,361.94,759.08,52.32,765,18,WH-North,46.06,99x22x89,Blue,XXL,Plastic,1.5,,2024-11-28,Out of Stock,False,6
5735,Product_Home_5735,Home,General,BrandE,Supplier2,287.01,525.63,45.4,936,38,WH-East,44.37,67x35x90,White,S,Glass,4.4,4271,2016-02-25,Limited Stock,False,24
5736,Product_Home_5736,Home,General,BrandF,Supplier2,80.78,101.14,20.13,20,60,WH-East,17.84,10x86x23,Blue,One Size,Cotton,4.2,831,2023-03-09,Active,True,12
5737,Product_Beauty_5737,Beauty,General,BrandD,Supplier2,431.82,905.44,52.31,374,76,WH-North,19.82,32x34x81,Gold,M,Metal,2.5,,2021-02-25,Out of Stock,False,0
5738,Product_Garden_5738,Garden,General,BrandD,Supplier3,428.09,781.04,45.19,718,57,WH-North,12.3,81x70x84,Purple,M,Plastic,1.2,286,2016-08-30,Limited Stock,True,24
5739,Product_Beauty_5739,Beauty,General,BrandD,Supplier3,202.61,402.6,49.67,600,67,WH-Central,8.46,49x17x76,Blue,XXL,Glass,2.3,4316,2023-10-03,Active,False,12
5740,Product_Electronics_5740,Electronics,Cameras,BrandF,Supplier4,387.4,740.69,47.7,995,14,WH-East,1.59,78x55x56,Pink,,Cotton,3.8,2864,,Discontinued,True,6
5741,Product_Sports_5741,Sports,General,BrandC,,259.05,545.81,52.54,995,,WH-South,5.68,28x32x97,Silver,One Size,Metal,1.4,4067,2017-05-07,,False,6
5742,Product_Clothing_5742,Clothing,Shoes,BrandG,Supplier5,8.81,10.57,16.65,975,83,WH-South,23.4,23x37x34,Silver,XXL,Synthetic,4.1,3157,2016-10-01,Limited Stock,True,6
5743,Product_Food_5743,Food,,BrandG,Supplier4,218.01,488.15,55.34,634,86,WH-South,2.02,60x56x55,White,L,Cotton,1.2,297,2020-05-10,Limited Stock,True,0
5744,Product_Garden_5744,Garden,General,BrandA,Supplier3,24.34,52.68,,257,61,WH-South,26.72,95x40x13,White,XS,Synthetic,3.7,4438,2023-10-05,Active,False,6
5745,Product_Sports_5745,Sports,General,BrandH,Supplier2,386.94,551.31,29.81,143,44,WH-Central,41.71,82x38x78,Silver,XL,Metal,2.2,3772,,Discontinued,True,6
5746,Product_Sports_5746,Sports,General,BrandE,Supplier4,260.64,553.82,52.94,535,36,WH-South,8.94,65x21x55,Gold,M,Leather,1.3,1367,2021-11-19,Active,False,24
5747,Product_Food_5747,Food,Beverages,BrandB,Supplier3,114.4,263.84,56.64,96,66,WH-East,33.6,32x5x41,Silver,One Size,Mixed,3.6,4521,2022-04-23,Out of Stock,False,24
5748,Product_Garden_5748,Garden,General,BrandG,Supplier1,184.36,404.24,54.39,843,33,WH-South,44.48,70x71x84,Gold,L,Synthetic,2.0,2155,2022-06-08,Discontinued,False,0
5749,Product_Electronics_5749,Electronics,Laptops,BrandE,Supplier4,277.12,653.55,57.6,999,75,WH-East,27.75,75x55x8,Green,One Size,Plastic,,1405,2023-02-25,Active,False,12
5750,Product_Furniture_5750,Furniture,Beds,BrandH,Supplier1,365.86,888.04,58.8,786,13,WH-South,15.23,90x40x50,Gold,XL,Synthetic,1.4,3273,2022-07-27,Out of Stock,False,0
5751,Product_Garden_5751,Garden,General,BrandD,Supplier4,255.68,758.53,66.29,592,55,WH-North,38.9,77x50x75,Red,One Size,Wood,1.2,2051,2016-02-26,Limited Stock,True,
5752,Product_Books_5752,Books,Comics,BrandE,Supplier4,255.27,540.81,52.8,528,85,WH-North,47.23,48x94x41,Silver,XL,Metal,4.2,913,2022-03-27,Out of Stock,False,36
5753,Product_Food_5753,Food,Beverages,BrandA,Supplier3,390.38,874.14,55.34,624,60,WH-North,31.83,96x37x36,White,One Size,Metal,3.6,1708,2018-01-31,Out of Stock,False,6
5754,Product_Beauty_5754,Beauty,General,BrandE,Supplier2,124.41,227.25,45.25,981,21,WH-East,40.17,88x45x85,Purple,XL,Metal,2.6,1331,2018-11-21,Limited Stock,False,36
5755,Product_Clothing_5755,Clothing,Shoes,BrandC,Supplier4,496.13,1003.11,,792,87,WH-East,18.61,28x28x23,Green,One Size,Wood,4.7,2514,2015-05-15,Active,True,0
5756,Product_Sports_5756,Sports,General,BrandF,Supplier1,421.9,780.51,45.95,355,10,WH-Central,4.2,58x53x90,Silver,XS,Mixed,4.0,1658,2023-08-21,Discontinued,False,36
5757,Product_Electronics_5757,Electronics,Cameras,BrandE,Supplier2,206.4,476.01,56.64,7,58,WH-West,22.31,94x46x52,Purple,M,Leather,4.2,3093,2018-12-20,Active,True,0
5758,Product_Sports_5758,Sports,General,BrandD,Supplier4,251.37,514.56,51.15,707,23,WH-Central,1.57,89x90x54,Blue,XXL,Synthetic,4.1,3649,2015-08-16,Out of Stock,True,24
5759,Product_Garden_5759,Garden,General,BrandH,Supplier3,188.52,310.39,39.26,367,64,WH-West,30.83,59x59x30,Gold,S,Plastic,1.0,34,2017-12-28,Limited Stock,False,36
5760,Product_Food_5760,Food,Snacks,BrandH,Supplier5,117.6,277.48,57.62,631,36,WH-North,40.26,28x47x22,White,One Size,Metal,4.5,4123,2021-03-05,Discontinued,False,0
5761,Product_Clothing_5761,Clothing,Dresses,BrandG,,85.74,,60.93,560,86,WH-North,40.25,19x47x97,Pink,M,Cotton,2.3,3076,2022-04-28,Out of Stock,True,12
5762,Product_Electronics_5762,Electronics,Cameras,BrandE,Supplier3,333.28,888.7,62.5,792,88,WH-North,48.83,95x72x62,Green,XXL,Glass,4.2,3956,2018-02-04,Out of Stock,False,0
5763,Product_Books_5763,Books,Fiction,BrandB,Supplier5,454.91,5230.28,91.3,80,91,WH-West,36.38,23x49x59,Silver,L,Leather,4.4,1242,2017-04-02,Out of Stock,True,36
5764,Product_Garden_5764,Garden,General,BrandG,Supplier3,324.54,,,594,82,WH-North,26.1,81x53x92,Black,M,Leather,1.8,4050,2018-10-14,Limited Stock,False,12
5765,Product_Electronics_5765,Electronics,Cameras,BrandF,Supplier3,115.92,308.54,62.43,713,20,WH-West,5.83,20x6x8,Silver,XL,Glass,4.1,3853,2024-09-04,Discontinued,True,0
5766,Product_Home_5766,Home,General,BrandB,Supplier3,397.45,505.76,21.42,33,29,WH-North,25.91,95x13x32,Black,XS,Wood,4.3,1353,2017-11-13,Out of Stock,False,36
5767,Product_Home_5767,Home,General,BrandD,Supplier3,353.88,516.88,31.54,811,33,WH-South,32.84,96x28x37,Pink,XL,Wood,4.3,,2023-04-16,Out of Stock,False,12
5768,Product_Home_5768,Home,General,BrandG,Supplier1,339.14,770.86,,379,20,WH-North,36.3,70x71x56,Gold,S,Synthetic,3.3,2918,2017-09-10,Out of Stock,False,24
5769,Product_Beauty_5769,Beauty,General,BrandF,Supplier1,469.34,928.6,49.46,667,83,WH-Central,16.66,20x85x65,Black,L,Glass,2.0,1413,2017-01-28,Out of Stock,False,12
5770,Product_Toys_5770,Toys,General,BrandD,Supplier5,294.32,486.59,39.51,780,57,WH-North,1.71,16x52x42,Red,L,Mixed,4.4,3047,2024-02-14,Limited Stock,False,36
5771,Product_Home_5771,Home,General,BrandB,Supplier5,306.29,892.64,65.69,668,45,WH-West,29.8,33x59x9,Silver,XL,Synthetic,1.8,3045,2021-04-17,Discontinued,False,12
5772,Product_Home_5772,Home,General,BrandF,Supplier3,105.28,161.41,,509,98,WH-North,46.83,11x30x59,Blue,One Size,Metal,2.5,3013,2019-10-10,Out of Stock,False,24
5773,Product_Books_5773,Books,Fiction,BrandG,Supplier5,494.72,1155.13,57.17,4,17,WH-Central,42.1,34x28x15,,One Size,Metal,4.4,4262,2024-03-23,Discontinued,True,36
5774,Product_Toys_5774,Toys,,BrandA,Supplier5,366.46,1027.17,64.32,547,90,WH-East,3.36,43x85x99,Silver,One Size,Cotton,,1232,2018-06-04,Limited Stock,True,12
5775,Product_Books_5775,Books,Comics,BrandH,Supplier1,427.34,674.86,36.68,509,57,WH-South,20.27,43x59x42,Green,XXL,Plastic,4.7,3788,2024-06-11,Limited Stock,True,24
5776,Product_Clothing_5776,Clothing,Shoes,BrandF,Supplier4,476.1,841.26,43.41,940,46,WH-East,15.4,30x67x35,Pink,XS,Cotton,3.6,1514,2019-03-15,Limited Stock,False,36
5777,Product_Furniture_5777,Furniture,Chairs,BrandF,Supplier1,231.11,385.55,40.06,908,51,WH-North,23.72,52x35x55,Orange,S,Metal,3.1,2239,2023-05-23,Discontinued,True,6
5778,Product_Home_5778,Home,General,BrandC,Supplier4,418.56,751.35,44.29,598,68,WH-East,43.5,63x67x13,Black,XL,Mixed,4.1,375,2020-06-05,Out of Stock,False,6
5779,Product_Electronics_5779,Electronics,Tablets,BrandB,Supplier1,231.4,287.79,19.59,186,55,WH-North,20.64,23x38x13,Purple,,Cotton,1.6,1204,2017-06-04,Out of Stock,True,12
5780,Product_Garden_5780,Garden,,BrandG,Supplier4,398.78,873.45,54.34,601,89,WH-West,10.95,76x48x70,Silver,XS,Synthetic,1.6,3624,2016-03-17,Active,True,36
5781,Product_Clothing_5781,Clothing,Shoes,BrandG,Supplier5,173.11,,45.05,906,48,WH-West,20.07,,Orange,One Size,Metal,2.1,,2017-09-05,Out of Stock,True,36
5782,Product_Electronics_5782,Electronics,Phones,BrandE,Supplier4,12.45,18.51,32.74,182,82,WH-West,29.3,12x45x64,Purple,M,Cotton,2.9,4517,2016-02-19,Limited Stock,True,36
5783,Product_Furniture_5783,Furniture,Tables,BrandC,Supplier3,476.76,1407.01,66.12,214,53,WH-East,47.4,77x49x26,Gold,XL,Wood,3.4,2811,2019-04-30,Limited Stock,False,6
5784,Product_Sports_5784,Sports,General,BrandE,Supplier3,394.36,968.33,59.27,878,26,WH-South,29.4,47x72x69,,XXL,Leather,,2072,2015-03-04,Active,True,6
5785,Product_Garden_5785,Garden,General,BrandA,Supplier1,401.99,860.36,53.28,296,79,WH-North,6.73,,Red,,Plastic,3.2,,2017-12-05,Discontinued,True,36
5786,Product_Sports_5786,Sports,General,BrandE,Supplier3,455.24,880.16,48.28,747,53,WH-East,0.35,44x97x57,,L,Glass,2.8,2024,2023-08-21,Active,False,6
5787,Product_Books_5787,Books,Fiction,BrandF,Supplier5,68.11,155.0,56.06,450,39,WH-East,28.12,59x7x30,Green,XL,Mixed,4.2,3245,2017-07-02,Limited Stock,False,36
5788,,Sports,,BrandF,Supplier4,247.16,515.39,52.04,133,18,WH-Central,15.99,38x58x69,Pink,One Size,Mixed,2.4,4108,2020-04-21,Limited Stock,True,12
5789,Product_Clothing_5789,Clothing,Pants,BrandF,Supplier5,183.25,361.43,49.3,693,,WH-West,33.91,72x85x45,Pink,M,Metal,4.4,2691,2024-03-06,Limited Stock,False,0
5790,Product_Beauty_5790,Beauty,General,BrandH,Supplier2,100.61,228.93,56.05,570,22,WH-Central,5.85,28x32x74,Silver,S,Cotton,4.4,3596,2024-06-22,Active,False,24
5791,Product_Sports_5791,Sports,General,BrandC,Supplier4,418.71,,65.83,939,17,WH-East,1.14,37x47x54,Gold,M,Leather,3.6,421,2023-10-09,Discontinued,True,12
5792,Product_Food_5792,Food,Fresh,BrandG,Supplier3,131.21,321.3,59.16,85,34,WH-East,,13x94x49,Red,XXL,Wood,4.9,4179,2021-09-26,Limited Stock,False,24
5793,Product_Clothing_5793,Clothing,Shoes,BrandF,Supplier1,205.23,605.79,66.12,32,34,WH-East,36.91,27x66x52,Red,XS,Cotton,1.4,870,2022-10-20,Discontinued,True,36
5794,Product_Toys_5794,Toys,General,BrandA,,404.74,629.58,35.71,235,93,,26.05,49x29x56,Red,XL,,1.7,2645,2016-11-20,Limited Stock,True,0
